HPO编号	名称(中文)	定义(中文)
HP:0012328	牙骨质瘤	牙骨质的牙源性肿瘤
HP:0012329	丛状血管病	皮肤和皮下组织的血管瘤，呈血管瘤样缓慢增生。
HP:0012330	肾盂肾炎	肾的炎症，累及肾实质、肾盂和肾盏。
HP:0012331	自主神经系统的形态异常	`自主神经系统`（FMA:9905）的结构异常。
HP:0012332	自主神经系统生理功能异常	`自主神经系统`（FMA:9905）的生理功能异常。
HP:0012333	排汗调控异常	与交感神经系统调控相关的汗腺与排汗调节异常。
HP:0012334	肝外胆汁淤积	由于肝外大型胆管阻塞引起的胆汁流动障碍。
HP:0012335	叶酸代谢异常	`叶酸`（CHEBI:27470）又称为维生素B9的代谢异常。
HP:0012336	脑脊液5-甲基四氢叶酸浓度降低	在'脑fluid`（FMA:20935）的`5 methyltetrahydrofolate`（20612 CHEBI）降低浓度。
HP:0012337	内稳态平衡的失常	涉及体内平衡的维持过程中发生的异常。
HP:0012338	能量消耗异常	能量（卡路里）利用的任何异常。
HP:0012339	静息能量消耗增加	增加每单位时间使用的卡路里数。
HP:0012340	静息能量消耗降低	在每单位时间使用的卡路里数的减少。
HP:0012341	泌乳素微腺瘤	直径小于10毫米的垂体泌乳素细胞腺瘤。
HP:0012342	泌乳素大腺瘤	直径超过10毫米的垂体泌乳素细胞腺瘤。
HP:0012343	血清铁蛋白降低	异常降低浓度铁蛋白，其存储铁一个无处不在的细胞内的蛋白质，在血液中。
HP:0012344	硬斑病	皮肤呈斑块状硬化（硬皮病）。
HP:0012345	糖基化异常	异常化的糖基化过程(GO:0070085)，即糖化残基和底物分子的共联过程。
HP:0012346	蛋白质糖基化异常	异常的`蛋白糖基化`（GO:0006486），即蛋白修饰过程，其可导致碳水化合物或碳水化合物衍生物单元位添加到蛋白质氨基酸分子上，例如加入聚糖链到蛋白质上。
HP:0012347	蛋白质N-联糖基化异常	蛋白质N-联糖基化（GO:0006487）的一种异常，即蛋白质糖基化过程中的一种异常，其中一个碳水化合物或碳水化合物衍生物单体通过在蛋白质上的氨基酸中的氮原子被加入蛋白质上。
HP:0012348	N-联蛋白糖基的半乳糖基化减少	在N-聚糖的半乳糖残基的量的减少。
HP:0012349	N-联蛋白糖基的唾液酸化异常	唾液酸添加到N联聚糖上的异常。
HP:0012350	N-联蛋白糖基的唾液酸化降低	降低加入唾液酸到N联聚糖。
HP:0012351	N-联蛋白糖基的唾液酸化增高	增加另外的唾液酸到N联聚糖。
HP:0012352	蛋白质的N-联糖基的岩藻糖基化异常	在N-联聚糖上加入岩藻糖单位的异常。
HP:0012353	N-联蛋白糖基的岩藻糖基化减少	降低加入岩藻糖单位的N-连接的聚糖。
HP:0012354	N-联蛋白糖基的岩藻糖基化增高	增加另外岩藻糖单元与N-连接的聚糖。
HP:0012355	N-联蛋白糖基的甘露糖基化异常	N-联聚糖上加入甘露糖的异常。
HP:0012356	N-联蛋白糖基的甘露糖基化减少	减压除甘露糖与N-连接的聚糖。
HP:0012357	N-联蛋白糖基的甘露糖基化增高	增加除甘露糖与N-连接的聚糖。
HP:0012358	蛋白质O-联糖基化异常	异常的`蛋白质O-联糖基化`（GO:0006493），即一种碳水化合物或碳水化合物衍生物单位经由丝氨酸或苏氨酸残基的羟基基团添加到蛋白质上的过程。
HP:0012359	O联蛋白糖基的岩藻糖基化异常	在O-联聚糖上加入岩藻糖单位的异常。
HP:0012360	O-联蛋白糖基的岩藻糖基化降低	的减少增加了岩藻糖单位O连接聚糖。
HP:0012361	O-联蛋白糖基的岩藻糖基化增高	除了增加的岩藻糖单位O连接聚糖。
HP:0012362	O-联蛋白糖基的唾液酸化异常	唾液酸添加到O联聚糖的一种异常。
HP:0012363	O联蛋白糖基的唾液酸化降低	一个减少加入唾液酸到O-连接的聚糖。
HP:0012364	尿钾降低	尿中钾离子的浓度降低。
HP:0012365	低磷酸盐尿	尿液中异常降低磷酸盐浓度。
HP:0012366	颅底凹陷	窝点尖端突出超过硬腭至枕骨大孔后唇连线（即张伯伦的线）5毫米以上或超过麦格雷戈氏线（硬腭后至枕鳞最低点）7毫米以上。
HP:0012367	囟门多余畸形	沿着颅缝线或位于颅骨骨板交界处的骨缺损。
HP:0012368	脸部扁平	从侧面看时面部缺乏凹凸感。
HP:0012369	颧骨异常	上颌骨前突异常。
HP:0012370	颧骨突出	形成中间和外侧眼眶下缘的颅骨颞骨的颧突增大
HP:0012371	面中部突出	眼眶下和／或鼻翼旁部位部位前置，或者脸部外凸，或者鼻唇角增大。
HP:0012372	眼部形态异常	眼球的结构异常的其中一种（FMA:54448）。
HP:0012373	眼部生理异常	眼球功能异常中的一种（FMA:54448）。
HP:0012374	眼球异常	在眼球上的异常（FMA:12513）。
HP:0012375	球结膜水肿	水肿（肿胀）的球结膜。
HP:0012376	晶状体小畸形	晶状体异常渺小（FMA:58241）。
HP:0012377	偏盲	一只或两只眼睛的半边视野局部或全部的丧失。
HP:0012378	疲倦	主观的疲劳感，其特点是是缺乏能量和动力。
HP:0012379	酶/辅酶活性异常	作为催化剂的任何酶或辅因子的作用能力改变。
HP:0012380	肉毒碱棕榈酰转移酶活性降低	减少`肉碱O型棕榈activity`（GO:0004095），反应即减少活动:棕榈酰辅酶A +左旋肉碱=辅酶A + L-palmitoylcarnitine。
HP:0012381	学步期自我喂饭能力发育落后	学步期（1-3岁期间）自己吃饭所需能力发育延后。
HP:0012382	左向右分流	血液在心脏流动的回路异常:从左向右流动。
HP:0012383	双向分流	心脏不正常的血液循环模式，既有右向左分流，也存在左向右分流。
HP:0012384	鼻炎	鼻黏膜的炎症。
HP:0012385	先天性手指弯曲	远端指间关节和/或手指或脚趾的近端指间关节，但无法通过主动或被动的扩展被扩展到180度。
HP:0012386	脚拇趾缺失	脚趾发育不全，即一种发育缺陷，使得大脚趾不发育。
HP:0012387	支气管炎	肺内大气道的炎症，主要累及从主支气管，到第三级支气管的任何部分支气管。
HP:0012388	急性支气管炎	肺内大气道炎症，急性起病、病程短，通常伴有咳嗽、流涕、呼吸急促、喘息、胸闷。
HP:0012389	四肢肌张力低下	一个或多个肢体肌张力减退。
HP:0012390	肛裂	沿肛门的薄而湿润的组织（粘膜）的小撕裂，表现为肛门粘膜的破裂或裂缝。
HP:0012391	上肢反射减弱	上肢肌肉腱反射强度减弱。腱反射通过拉伸肌肉的肌腱引出，例如轻敲。
HP:0012392	下颌反射减弱	下颌腱反射强度减弱。
HP:0012393	过敏	过敏是一种免疫反应，或是对通常不会对人体有害的物质的反应。
HP:0012394	碘造影过敏	在放射性研究中对所用的碘造影剂过敏。
HP:0012395	季节性过敏	在每年树木或花草授粉的时间引起的过敏反应。
HP:0012396	胆囊运动障碍	胆囊的一种动力失调，其特征在于无胆结石而引起胆绞痛，伴有胆囊排空率降低。
HP:0012397	主动脉粥样硬化	主动脉中出现粥样斑块或动脉粥样硬化斑块（FMA:3734）。
HP:0012398	周围性水肿	组织液中的肢体的软组织中积累的异常积累。
HP:0012399	褥疮、压疮	溃疡常由长时间受压迫引起，可仅表现为红斑，严重时可形成深达肌肉或骨骼的开放性创面。最常见的发病部位是骶骨、尾骨、脚踝和臀部。
HP:0012400	醛缩酶水平异常	"血清中醛缩酶的浓度异常。醛缩酶是负责将果糖-1,6-双磷酸入转化为丙糖磷酸酯二羟丙酮磷酸和甘油醛-3-磷酸的酶。"
HP:0012401	尿α-酮戊二酸盐浓度异常	尿液中α-酮戊二酸盐的浓度异常。
HP:0012402	尿α-酮戊二酸浓度增加	尿液中α-酮戊二酸浓度高于正常范围。
HP:0012403	尿α-酮戊二酸盐浓度降低	尿液中α-酮戊二酸盐浓度低于正常。
HP:0012404	尿柠檬酸盐浓度异常	尿液中三价柠檬酸根(3-)浓度异常。
HP:0012405	低枸橼酸尿	尿液中柠檬酸盐的浓度低于正常。
HP:0012406	高枸橼酸尿	尿液中柠檬酸浓度超出正常范围。
HP:0012407	剪刀步态	步态异常的一种形式，以腿，臀部和骨盆肌张力增高和屈曲伴极度收导致双侧膝盖和大腿互相碰撞，或有时甚至互相交叉，形成剪刀样运动。拮抗肌肉（外展肌）由于废用而变得相对无力。
HP:0012408	肾髓质钙化症	在肾髓质（肾脏的最内部分）的实质细胞发生钙盐沉积。
HP:0012409	肾皮质钙化	钙盐在肾皮质内沉积（肾包膜和肾髓质之间肾脏的外层部分）。
HP:0012410	纯红细胞的发育缺陷	一型贫血，原因是红细胞生成受抑制，白细胞或血小板数目正常或少量减少。在骨髓中红细胞几乎不存在， 但白细胞和血小板生成略微或没有减少。
HP:0012411	阴毛早生	阴毛较正常年龄之前开始生长。
HP:0012412	肾上腺功能早现	肾上腺功能比通常年龄提前出现。
HP:0012413	乳中切牙缺口	乳中切牙上存在一个V形凹口（缺口）。
HP:0012414	十二指肠萎缩	十二指肠长度的全部或部分损耗或减少。
HP:0012415	血气水平异常	动脉血中氧气或二氧化碳的分压异常。
HP:0012416	高碳酸血症	血二氧化碳（CO 2）的水平异常升高。
HP:0012417	低碳酸血症	血液二氧化碳（CO 2）水平异常降低。
HP:0012418	低氧血症	血氧水平异常降低。
HP:0012419	高氧血症	血氧水平异常增高。
HP:0012420	羊水污染、羊水混浊	羊水胎粪污染是一种异常羊水状态，羊水中混有胎儿粪便，常引发胎儿窘迫或新生儿胎粪吸入综合征
HP:0012421	先天性包皮缺如	阴茎包皮的先天性缺如，包皮是双层折叠的皮肤和黏膜，包裹着龟头。
HP:0012422	脉络丛绒毛状肥大	过度生长的脉络丛（FMA:61934）。
HP:0012423	结肠无力	结肠无力去调节粪便至可接受的硬度，并至少每三天一次将粪便从盲肠移至直肠乙状结肠部分。
HP:0012424	脉络膜视网膜炎	脉络膜和视网膜的炎症。
HP:0012425	粪性溃疡	由于停留（于结肠的）粪便团块的压力和刺激而导致的结肠溃疡。
HP:0012426	视盘玻璃膜疣	视盘玻璃膜疣是视神经乳头内无细胞，钙化沉积。视盘玻璃膜疣是视神经乳头先天性的发育异常，代表的是，随着时间的推移，出现在视神经前部的隆起的透明小体。
HP:0012427	股骨过度前倾	股骨版本，其被定义为股骨颈和膝关节transcondylar轴的轴线之间的角度差的程度增加。因此，股骨前倾角是导致膝盖和脚向内转股骨的向内扭曲。
HP:0012428	跟骨突出	突出的跟骨，或`calcaneus`（FMA:24496）。
HP:0012429	脑白质发育缺陷/发育不全	'脑白质`的缺如或不发育（FMA:241998）。
HP:0012430	脑白质发育不良	`脑白质不发达（FMA:241998）。
HP:0012431	情景疲劳	间歇和反复发作的主观疲劳感，缺乏能量和动力。
HP:0012432	慢性疲劳	以缺乏精力和动力为特征，并且持续半年或更长时间的主观感觉疲劳。
HP:0012433	社会行为异常	与他人的互动过程中发生的反应或动作异常。
HP:0012434	社交发育迟缓	不能达到一个或多个同年龄段儿童所应达到的社会行为能力标准。
HP:0012435	包皮腹侧缩短	阴茎包皮长度腹侧缩短。
HP:0012436	非阻塞性冠状动脉疾病	尚未发展到造成显著冠状动脉闭塞（阻塞）的程度的冠状动脉疾病。
HP:0012437	胆囊形态异常	胆囊结构异常。
HP:0012438	胆囊生理功能异常	胆囊功能异常。
HP:0012439	胆道生理功能异常	胆道功能异常。
HP:0012440	胆道形态异常	胆道结构异常。
HP:0012441	Oddi括约肌运动障碍	肝胰壶腹括约肌动力降低，导致胆汁和胰液从总胆管流至十二指肠受阻。
HP:0012442	胆囊运动障碍	伴有排空分数降低的胆囊动力降低。
HP:0012443	脑形态学异常	脑`brain`（50801 FMA）的结构异常，包括其组成部分的前脑，中脑和后脑。
HP:0012444	脑萎缩	曾经存在的脑组织部分或全部缩小（减少）。
HP:0012446	脑脊液5-甲基四氢叶酸减低	脑脊液（CSF）中5-甲基四氢叶酸(CHEBI:18608)的浓度减低。 5-甲基四氢叶酸是叶酸活性代谢物。
HP:0012447	髓鞘异常	神经元周围髓鞘形成和维持过程的任何异常。
HP:0012448	髓鞘化延迟	髓鞘形成（GO:0042552）延迟（PATO:0000502）。
HP:0012449	骶髂关节滑膜炎	炎症`骶髂joint`（FMA:21440）的滑膜。
HP:0012450	慢性便秘	超过3个月的便秘，每周少于3次大便，强制排便，块状或硬便，以及肛肠阻塞感或排便不完全感。
HP:0012451	急性便秘	突然发作，且持续时间不超过三个月的便秘。
HP:0012452	不宁腿	睡觉时（有时会造成失眠）双腿一种不舒服和躁动不安的感觉
HP:0012453	双侧腕关节弯曲挛缩	腕关节运动的右侧和左侧一个长期的损失。
HP:0012454	单侧腕关节屈曲挛缩	一侧腕关节活动慢性丧失。
HP:0012455	大动脉钙化	`Calcification`（PATO:0001447），也就是，钙盐病理沉积中，大，动脉导管（主动脉，锁骨，颈动脉，髂，肾，腋窝，股骨，肱）的。
HP:0012456	内侧动脉钙化	`Calcification`（PATO:0001447），也就是，钙盐在动脉中膜的病理沉积。
HP:0012457	中型动脉钙化内侧	`Calcification`（PATO:0001447），也就是，病理钙盐中的中型（肌肉或分配）动脉中膜的沉积。
HP:0012458	小动脉内侧钙化	`Calcification`（PATO:0001447），也就是，钙盐在小动脉中膜的病理沉积。
HP:0012459	睡眠性头痛	仅仅发生在夜间的头痛，可导致患者痛醒。
HP:0012460	小脑蚓部畸形	`小脑蚓部`(FMA:76928)的结构异常。
HP:0012461	菌尿	尿液中存在细菌。
HP:0012462	下颌肌阵挛	下巴不自主和不规则抽动。
HP:0012463	转铁蛋白饱和度升高	血清转铁蛋白与铁的饱和度高于正常水平。
HP:0012464	转铁蛋白饱和度降低	，低于血清转??铁饱和的正常水平。
HP:0012465	肝内铁浓度升高	铁在肝组织的增加的水平。
HP:0012466	慢性呼吸性酸中毒	长期的通气损害，使二氧化碳的分压（PaCO2）升高超过参考范围（大于45毫米汞柱）的正常上限，继发于肾补偿和血清碳酸氢盐水平（高于30毫当量/升），pH值正常或接近正常。
HP:0012467	急性呼吸性酸中毒	突然发作的通气障碍，使呼吸系统移除的二氧化碳少于组织中产生的二氧化碳在，导致二氧化碳（PaCO2的）分压高于正常值范围（超过45毫米汞柱），并伴发血症（pH值小于7.35）。
HP:0012468	慢性酸中毒	长期不正常的酸堆积或碱消耗。
HP:0012469	婴儿痉挛	婴儿痉挛代表“癫痫性痉挛”的一个子集。婴儿痉挛是一岁以内（婴儿）起病的癫痫性痉挛。
HP:0012470	夕阳眼现象	儿童向上凝视麻痹所致。在这种情况下，出现眼睛向下方动，上眼睑和虹膜间可见巩膜，以及下部分瞳孔可以由下眼睑覆盖。
HP:0012471	厚嘴唇	上唇唇红区皮肤明显增宽
HP:0012472	唇外翻	向外翻出的嘴唇，嘴唇外翻。
HP:0012473	舌萎缩	舌头虚痨
HP:0012474	颈内动脉闭塞	颈动脉完全性梗阻。
HP:0012475	特异性抗体缺乏症	总体免疫球蛋白水平正常，但针对特定抗原或微生物的特定免疫球蛋白缺乏。
HP:0012476	特定肺炎球菌抗体缺乏	总体正常免疫球蛋白水平正常，针对肺炎球菌的特定免疫球蛋白缺乏。
HP:0012477	声音震颤	一个摇摆不定、不稳定的声音，反映喉肌的运动单位不自主的正弦振荡。声音震颤导致声音频率或幅度的低频调制和间歇性的声音不稳定。
HP:0012478	颞下颌关节强直	下颌骨髁突与颅底融合，造成张口受限。
HP:0012479	颞下颌关节弹响	颞下颌关节在下颌运动（如:咀嚼）所发出的响声。颞下颌关节弹响常常被描述为“卡嗒声”、“砰地一声”或“吱吱声”。
HP:0012480	脑静脉畸形	`脑静脉`异常（FMA:70861）。
HP:0012481	脑静脉血管瘤	先天性畸形的静脉为正常的脑组织提供静脉引流的特征是“水母头”、多个小静脉伞样汇聚成一个静脉或偶见多发髓静脉实质部分扩张，就像树干或伞柄一样。这种扩张的终末静脉穿透皮层引流至（a）浅表型至皮质静脉或窦，（b）深部型至侧脑室室管膜下静脉，然后进入galen’s静脉系统，（c）至第四脑室，然后到脑桥中脑静脉，或（d）到小脑中央前静脉并进入galen’s静脉系统。
HP:0012482	额部静脉血管瘤	大脑额叶的静脉血管瘤。
HP:0012483	α颗粒异常	α颗粒指血管受损时血小板得以活化，释放多种生长因子。这些颗粒的结构、尺寸或成分的异常成称为α颗粒异常。
HP:0012484	致密颗粒异常	致密颗粒结构、尺寸或内容物的异常。。指血小板细胞器含有的血小板聚集因子，如二磷酸腺苷（ADP），三磷酸腺苷（ATP），离子钙，组胺和血清素的异常。
HP:0012485	表面连接开放管道系统异常	指细胞膜表面开放管道系统（OCS）的功能异常。OCS是血小板活化时α - 颗粒释放和其他物质进出细胞的途径。
HP:0012486	脊髓炎	脊髓炎症
HP:0012487	桥小脑角蛛网膜囊肿	一个位于小脑桥脑边缘的蛛网膜囊肿。
HP:0012488	脑室内蛛网膜囊肿	位于脑室系统内的蛛网膜囊肿。
HP:0012489	鞍上蛛网膜囊肿	一种由Liliequist膜或脚间池内的异常进行性扩大而形成的蛛网膜囊肿，通常由，脑桥前区扩大，导致第三脑室的底板向上移位，垂体柄和视交叉向上和向前移位，乳头体向上和向后移位。
HP:0012490	脂层炎	脂肪组织炎症。
HP:0012491	致密管道系统异常	被称为致密管系统细胞内的膜复合体的异常。
HP:0012492	脑动脉狭窄	脑动脉内壁（内腔）变窄或缩窄。
HP:0012493	大脑中动脉狭窄	大脑中动脉（FMA:50079）内壁（内腔）收缩或狭窄。
HP:0012494	大脑前动脉狭窄	大脑前动脉（FMA:50028）内层的狭窄或阻塞。
HP:0012495	大脑后动脉狭窄	大脑后动脉内径狭窄
HP:0012496	最大吸气压降低	一个人吸气时所能产生的最大负压降低。
HP:0012497	最大呼气压降低	一个人深吸气后最大能力呼出气体的压力降低。
HP:0012498	脐带绕颈	脐带绕颈是孕期的一种并发症，是最常见的脐带缠绕类型，指脐带缠绕胎儿颈部一圈或多圈，可通过妊娠中期或晚期超声检查发现。
HP:0012499	降主动脉夹层	降主动脉壁内膜层的分离（FMA:3784）。内膜层撕裂，血液进入内膜腔导致夹层的传播（近端或远端）。
HP:0012500	疣状丘疹	类似于疣状（伴有多个小的隆起）的丘疹。
HP:0012501	脑干白质异常	脑干的白质的异常（FMA:282112）。
HP:0012502	内囊异常	`内囊`（61950 FMA）的异常。内囊是白质在分隔尾状核和丘脑，与壳核和苍白球的区域。
HP:0012503	垂体异常	垂体的异常
HP:0012504	脑垂体大小异常	脑垂体偏离正常大小。
HP:0012505	垂体增大	脑垂体体积异常增大。
HP:0012506	垂体缩小	垂体体积异常减小。
HP:0012507	眼轮匝肌无力	眼轮匝肌（闭合眼睑）的收缩力度降低
HP:0012508	视物变形	视觉异常，其中图像出现扭曲。直线网格出现波浪和电网的部分可能显示为空白。
HP:0012509	甲状腺素结合球蛋白减少	"一个异常降低的数额甲状腺素结合球蛋白（TBG）的血液。 TBG负责执行甲状腺激素甲状腺素（T4）和3,5,3'碘甲状腺原氨酸（T3）在血流中。"
HP:0012510	轴外脑积水	蛛网膜下腔内脑脊液（CSF）量增加。
HP:0012511	颞侧视盘苍白	视盘的颞侧（横）部分浅黄色的变色。
HP:0012512	弥漫性视神经乳头苍白	整个视盘淡黄色变色。
HP:0012513	上肢疼痛	没有明确局部病因的手臂疼痛。
HP:0012514	下肢疼痛	疼痛，没有明确的焦点病因的腿。
HP:0012515	屈髋无力	减少弯曲股骨，即，拉向上膝盖能力。
HP:0012516	法洛四联症伴肺动脉闭锁	法洛四联症伴肺动脉闭锁是法洛四联症的一种极端的形式，其特点为右心室的血液无法流入到肺动脉。
HP:0012517	过氧化氢酶活性降低	一个异常降低的数额`过氧化氢酶activity`的（GO:0004096）。
HP:0012518	Willis环异常	Willis 环`（FMA:50454）的异常，也被称为脑动脉环。
HP:0012519	后交通动脉发育不良	后交通动脉发育不完全（FMA:50084）。
HP:0012520	血管周围间隙	Virchow-Robin spaces（又称为血管周围间隙）是指小血管从蛛网膜下腔发起时从脑实质穿过时在血管壁周围形成的腔隙。血管周围间隙多为显微镜下的，一般不能通过传统的神经影像学发现。这条术语是指这些腔隙变大可以从神经影像学上观察到（多为核磁共振），多为包含一条动脉的规则的空腔。
HP:0012521	视神经发育缺陷	先天性无视神经（FMA:50863）。
HP:0012522	蜘蛛痣	毛细血管扩张的一种类型，以针尖样隆起的红点为中心，，周围辐射性分布较多小动脉，形似蜘蛛腿。典型的特征为按压中央动脉导致整个病变区域发白且松开后又迅速恢复。
HP:0012523	口服厌恶	儿童拒绝或不情愿被哺乳或者进食，表现为恶心、呕吐、转头远离食物，或口腔或口周任何感觉的触碰（如刷牙或洗脸）。
HP:0012524	血小板形状异常	区别于正常的盘状血小板形状的异常。
HP:0012525	α颗粒分布异常	血小板α颗粒位置和分布异常。
HP:0012526	α颗粒缺失	缺乏血小板的α颗粒。
HP:0012527	α颗粒内容物异常	血小板α颗粒通常含有凝血因子如纤维蛋白原、von Willebrand因子和生长因子 (如血小板衍生的生长因子)。此处指这些成分的异常。
HP:0012528	α颗粒的数量异常	血小板α颗粒数量异常。
HP:0012529	致密颗粒含量异常	正常的血小板α颗粒包括三磷酸腺苷（ATP），腺苷二磷酸（ADP），血清素，钙和焦磷酸盐，血小板被激活后分泌这些成分。
HP:0012530	致密颗粒数量异常	异常的血小板致密颗粒的数量。
HP:0012531	疼痛	与实际或潜在的组织损伤相伴随的一种的不愉快的感觉和情绪体验
HP:0012532	慢性疼痛	持续性疼痛，通常定义为持续3至6个月以上的疼痛。
HP:0012533	痛觉过敏	由通常情况下不能引发疼痛的刺激导致的疼痛。
HP:0012534	感觉异常	没有明显物理原因而存在异常的疼痛或不愉快的感觉。
HP:0012535	突触传递异常	从神经元跨突触到目标靶点联络异常。在这个四步骤的过程中包括:（i）合成和储存神经递质; （ⅱ）神经递质释放; （ⅲ）通过神经递质激活突触后受体;和（iv）神经递质的失活。因此，该术语被定义为'神经递质代谢程序process`（GO:0042133）的异常。
HP:0012536	母体抗心磷脂抗体阳性	抗心磷脂抗体阳性常见于SLE及其他自身免疫性疾病。该抗体与血栓形成、血小板减少、自然流产或宫内死胎关系密切。
HP:0012537	食物不耐受	甲有害反应到食品，饮料，食品添加剂，或化合物中产生的症状中，而并非由免疫反应介导的一个或多个身体器官和系统食品中发现。
HP:0012538	麸质不耐受	甲不利反应，以面筋的食物中存在，其可以包括腹部疼痛，疲劳，头痛和感觉异常，或腹腔疾病。
HP:0012539	非霍奇金淋巴瘤	缺乏多核R-S细胞的淋巴瘤。
HP:0012540	腋窝表皮样囊肿	位于腋下的表皮样囊肿。
HP:0012541	胎头血肿	新生儿骨膜下血管破裂出血，引起颅骨及骨膜下血肿而形成头颅血肿。
HP:0012542	甲肥厚	甲增厚不伴畸形。
HP:0012543	含铁血黄素尿症	尿液中存在含铁血黄素。
HP:0012544	醛缩酶水平升高	"的血清中果糖-1,6-双磷酸醛缩酶的浓度增加。"
HP:0012545	醛缩酶水平降低	"一个降低浓度的血清中果糖-1,6-双磷酸醛缩酶。"
HP:0012546	母亲X染色体偏向性失活	女性细胞中两条X染色体的其中之一失去活性的现象。
HP:0012547	不自主眼球运动异常	不自主发生的眼睛异常动作。
HP:0012548	骨骼肌脂肪浸润	肌肉内脂肪沉积。
HP:0012549	结膜脂肪瘤	位于结膜上的脂肪瘤（良性肿瘤脂肪组织组成）。
HP:0012550	结肠静脉曲张	结肠中存在静脉曲张（扩大的和盘旋的血管）。
HP:0012551	中性粒细胞特殊颗粒缺乏	缺乏特定的中性粒细胞颗粒。
HP:0012552	中性粒细胞原子核增加	中性粒细胞的细胞核存在多个突起。 这种突起可以有钩状，标签状，或高尔夫球杆头部的形状。
HP:0012553	拇指指甲发育不全	拇指指甲发育不全，长度和宽度较正常变短或变窄。
HP:0012554	拇指指甲缺损	拇指指甲的缺损。
HP:0012555	拇趾趾甲缺损	拇趾趾甲的缺损。
HP:0012556	高β丙氨酸血症	血液中的:增加`的β-alanine`（16958 CHEBI）的浓度。
HP:0012557	脑电图伴中央颞区棘波	脑电图局灶短暂尖波位于大脑中央颞区（也称为中央沟），即，持续时间小于80毫秒的尖波（随后紧随慢波）。
HP:0012558	T3/T4比值异常	血清三碘甲状腺原氨酸（T3）和甲状腺素（T4）的比值偏离正常值。
HP:0012559	T3/T4升高	血清三碘甲状腺原氨酸（T3）和甲状腺素（T4）的比值在血液中高于正常值。
HP:0012560	T3 / T4比值降低	血清三碘甲状腺原氨酸（T3）和甲状腺素(T4)的比值?偏低。
HP:0012561	单瓣主动脉瓣	只有一个主动脉瓣，而不是正常的3个。
HP:0012562	手过早外延干骺端融合	在骺板的透明软骨板在干骺端在一个或多个长骨中的手，生长停止在一个比正常年龄早，导致生长停滞和所涉及的骨的缩短。
HP:0012563	足过早外延干骺端融合	在骺板的透明软骨板在干骺端在一个或多个长骨的脚，生长停止在一个比正常年龄早，导致生长停滞和所涉及的骨的缩短。
HP:0012564	胫骨过早外延干骺端融合	在骺板的透明软骨板在干骺端在一个或多个长骨的胫骨，生长停止在一个比正常年龄早，导致生长停滞和所涉及的骨的缩短。
HP:0012565	腓骨过早外延干骺端融合	在骺板的透明软骨板在干骺端在一个或多个长骨中的腓骨，生长停止在一个比正常年龄早，导致生长停滞和所涉及的骨的缩短。
HP:0012566	桡骨过早外延干骺端融合	在骺板的透明软骨板在干骺端在一个或多个长骨的半径中，生长停止在一个比正常年龄早，导致生长停滞和所涉及的骨的缩短。
HP:0012567	尺骨过早外延干骺端融合	在骺板的透明软骨板在干骺端在一个或多个长骨中的尺骨，生长停止在一个比正常年龄早，导致生长停滞和所涉及的骨的缩短。
HP:0012568	下眼睑浮肿	下眼睑区域浮肿
HP:0012569	月经初潮延迟	15岁后才开始第一个月经周期。
HP:0012570	滑膜肉瘤	一类间质细胞肿瘤表现为上皮细胞分化，多出现在四肢。
HP:0012571	输尿管分叉	输尿管发生部分节段的重复，进入膀胱前与原输尿管融合为单个输尿管。
HP:0012572	双重输尿管	输尿管完全是双份，具有独立通道进入膀胱。
HP:0012573	全肾近端肾小管病	近端肾小管病，特点是重吸收缺陷，导致糖尿、氨基酸尿、肾小管性蛋白尿、肾性低磷血症、尿酸盐肾小管重吸收降低，致碳酸氢盐丢失和酸中毒。
HP:0012574	肾小球系膜增生	每个肾小球的系膜细胞数量增加。
HP:0012575	肾单元异常	肾单元的结构异常。
HP:0012576	补体C3肾病	补体C3沉积于肾小球。
HP:0012577	肾小球基底膜薄	肾脏肾小球基底膜的厚度减少。
HP:0012578	膜性肾病	肾小球肾炎的一种，特点是基底膜增厚和上皮下间隙免疫复合物沉积。
HP:0012579	微小病变性肾小球肾炎	在肾病性蛋白尿病人，光镜下可见微小改变，电子显微镜可见扁平状且融合的足细胞足突。
HP:0012580	磷酸钙肾结石	肾脏内存在含钙磷酸盐的结石。
HP:0012581	孤立性肾囊肿	肾脏的孤立囊肿。
HP:0012582	双侧肾发育不良	双侧肾发育不良。
HP:0012583	单侧肾发育不全	肾单侧发育低下。
HP:0012584	双侧肾发育不全	肾的双侧发育不全。
HP:0012585	肾萎缩	肾的萎缩。
HP:0012586	双侧肾萎缩	双侧肾萎缩。
HP:0012587	肉眼血尿	尿液中含有一定量的红细胞时称为血尿，当肉眼就可以看到尿液为红色时，即为肉眼血尿。
HP:0012588	激素耐受性肾病综合征	一种肾病综合症，类固醇药物治疗无效。
HP:0012589	多药耐受性肾病综合征	一种肾病综合症，任何免疫抑制治疗都无效。
HP:0012590	尿排出量异常	尿液生成量异常。
HP:0012591	尿电解质浓度异常	
HP:0012592	蛋白尿	尿中白蛋白的浓度增加。
HP:0012593	肾病蛋白尿范围	尿液中蛋白质的排泄量重度增加，成人达到3.5克/天或更多，儿童每米平方体表面积40毫克/小时。
HP:0012594	微量白蛋白尿	尿液中白蛋白浓度轻度增加（成人每天30-150毫克）。
HP:0012595	轻度蛋白尿	尿中蛋白质水平轻度增加（成人每天150-500毫克）。
HP:0012596	中度蛋白尿	尿中蛋白质水平中度增加（成人每天500-1000毫克）。
