身高异常	HP:0000002
高密度脂蛋白3a浓度异常	HP:0032425
高密度脂蛋白3b浓度异常	HP:0032426
高密度脂蛋白3c浓度异常	HP:0032427
高密度脂蛋白3a浓度升高	HP:0032428
高密度脂蛋白3a浓度降低	HP:0032429
高密度脂蛋白3b浓度增加	HP:0032430
高密度脂蛋白3b浓度降低	HP:0032431
高密度脂蛋白3c浓度升高	HP:0032432
高密度脂蛋白3c浓度降低	HP:0032433
脐带延迟分离	HP:0032434
新生儿脐炎	HP:0032435
C反应蛋白水平异常	HP:0032436
C反应蛋白水平降低	HP:0032437
血小板大小异常不均	HP:0032438
空气悬浮颗粒过敏症	HP:0032439
B血型	HP:0032440
AB血型	HP:0032441
O血型	HP:0032442
既往病史	HP:0032443
器官移植后状况	HP:0032444
肺囊肿	HP:0032445
肺大疱	HP:0032446
肺气泡	HP:0032447
胃酸缺乏症	HP:0032448
真皮表皮半桥粒形态异常	HP:0032449
血液砷测试阳性	HP:0032450
口腔黑斑	HP:0032451
口腔黑棘皮瘤	HP:0032452
唇部色素沉着异常	HP:0032453
唇部黑痣	HP:0032454
粒细胞CD18水平降低	HP:0032455
未分层无脑回	HP:0032456
2-3层无脑回畸形	HP:0032457
髓管狭窄	HP:0032458
磷酸核糖焦磷酸合成酶水平异常	HP:0032459
磷酸核糖焦磷酸合成酶水平降低	HP:0032460
血液棕榈酸盐水平升高	HP:0032462
血液纤连蛋白水平降低	HP:0032463
输尿管发育不良	HP:0032464
膀胱小梁形成	HP:0032465
嗅球不发育	HP:0032466
生产史	HP:0032467
死产史	HP:0032468
抗脱唾液酸糖蛋白受体抗体阳性	HP:0032469
念珠状发	HP:0032470
局灶性多微小脑回	HP:0032471
尿胆汁原素水平异常	HP:0032472
尿液尿胆原减少	HP:0032473
6层无脑回畸形	HP:0032475
血液维生素B6含量异常	HP:0032476
血液维生素B6含量升高	HP:0032477
脊髓外侧脊膜膨出	HP:0032478
胚胎植入前致死率	HP:0032479
β-氨基异丁酸尿症	HP:0032480
垂体糖蛋白激素α亚基水平异常	HP:0032481
垂体糖蛋白激素α亚基水平降低	HP:0032482
粪便检查结果异常	HP:0032483
粪便钠升高	HP:0032484
粪便渗透压异常	HP:0032485
粪便渗透压升高	HP:0032486
粪便渗透压降低	HP:0032487
粪便pH值异常	HP:0032488
粪便pH值升高	HP:0032489
粪便pH值降低	HP:0032490
血液精氨酸琥珀酸增加	HP:0032491
抗髓磷脂少突胶质细胞糖蛋白抗体阳性	HP:0032492
血液胰蛋白酶原增加	HP:0032493
末端异常	HP:0032495
终毛毫毛比升高	HP:0032496
终毛毫毛比降低	HP:0032497
巨嗜中性粒细胞颗粒	HP:0032499
吸烟加剧恶化	HP:0032500
避孕药加剧恶化	HP:0032501
巴比妥类药物加剧恶化	HP:0032502
摄入乙醇后改善	HP:0032503
莱尔米特征	HP:0032504
狂犬病	HP:0032505
异己肢体现象	HP:0032506
唇颏肌束震颤	HP:0032507
异物插孔癖	HP:0032508
抠甲癖	HP:0032509
肌腱疼痛	HP:0032510
高位脐	HP:0032511
四血管脐带	HP:0032513
泪点重复	HP:0032514
深层皮肤癣菌病	HP:0032515
侵袭性皮肤癣菌感染	HP:0032516
Majocchi肉芽肿	HP:0032517
播散性皮肤癣菌病	HP:0032518
棘形红细胞计数增高	HP:0032519
咬肌无力	HP:0032520
抽搐样不自主自我拥抱	HP:0032521
通过免疫抑制改善	HP:0032522
肌腱增厚	HP:0032523
长拇指	HP:0032524
乙酰胆碱酯酶抑制剂治疗后加重	HP:0032525
乙酰胆碱酯酶抑制剂治疗后改善	HP:0032526
低位脐	HP:0032527
尿4-羟基丁酸升高	HP:0032528
血液循环γ-氨基丁酸（GABA）浓度升高	HP:0032529
琥珀酸半醛脱氢酶水平降低	HP:0032530
脑脊液γ-氨基丁酸浓度升高	HP:0032531
脑脊液4-羟基丁酸浓度升高	HP:0032532
血液丙酮升高	HP:0032533
摄入甲基黄嘌呤引起恶化	HP:0032534
颈部	HP:0032535
淋巴结数目增加	HP:0032536
骨折愈合延迟	HP:0032537
胫前凹陷	HP:0032538
关节伸肌表面定位	HP:0032539
关节屈肌表面定位	HP:0032540
手指关节垫	HP:0032541
孕期加重	HP:0032542
支气管结石	HP:0032543
小关节定位	HP:0032544
腹部强直	HP:0032545
腹部肌卫	HP:0032546
低眼压	HP:0032547
胎盘增厚	HP:0032548
持续非对称性强直性颈反射	HP:0032549
Howell-Jolly小体	HP:0032550
痔疮	HP:0032551
脉搏异常	HP:0032552
脉弱	HP:0032553
无脉	HP:0032554
洪脉	HP:0032555
唇周青紫	HP:0032556
骨髓移植史	HP:0032557
精子鞭毛缺失	HP:0032558
精子鞭毛短	HP:0032559
精子鞭毛卷曲	HP:0032560
小头精子	HP:0032561
锥形精子头	HP:0032562
泪囊型红细胞	HP:0032563
回肠炎	HP:0032564
阴道粘膜溃疡	HP:0032565
椭圆巨红细胞症	HP:0032566
脂尿症	HP:0032567
尿桑葚样细胞	HP:0032568
颞部肿块	HP:0032569
脑桥缺血性腔隙	HP:0032570
卵细胞死亡增加	HP:0032571
尿核酶浓度异常	HP:0032572
尿胞嘧啶升高	HP:0032573
尿液尿苷升高	HP:0032574
血液循环中12-HETE（花生四烯酸的代谢产物）减少	HP:0032575
Dol-PP-GlcNAc2Man5的细胞内积累	HP:0032576
克隆性T细胞受体重排	HP:0032577
第三脑室胶质囊肿	HP:0032578
血管错构瘤	HP:0032579
胚心球形态异常	HP:0032580
肾间质形态异常	HP:0032581
肾间质泡沫细胞	HP:0032582
肾小球泡沫细胞	HP:0032583
肾间质中性粒细胞浸润	HP:0032584
肾间质嗜酸性粒细胞浸润	HP:0032585
肾间质浆细胞浸润	HP:0032586
肾间质草酸钙	HP:0032587
手失用症	HP:0032588
肾淋巴细胞肾小管炎	HP:0032589
肾中性粒细胞肾小管炎	HP:0032590
肾间质细胞沉积铁血黄素	HP:0032591
右侧膈肌未发育	HP:0032592
肌红蛋白管型	HP:0032593
肾小管基底膜剥脱	HP:0032594
肾小管上皮细胞脱离	HP:0032595
肾小管上皮细胞胞浆空泡化	HP:0032596
肾小管上皮细胞脱落	HP:0032597
肾小管上皮细胞的顶部细胞质凸起	HP:0032598
肾小管上皮形态异常	HP:0032599
肾小管上皮细胞透明滴	HP:0032600
肾小管上皮细胞多核化	HP:0032601
肾小管上皮细胞核突出	HP:0032602
肾小管上皮细胞简化	HP:0032603
肾小管上皮细胞有丝分裂	HP:0032604
肾小管上皮细胞高核/质比	HP:0032605
肾小管上皮脂褐素沉积	HP:0032606
肾小管上皮细胞肿胀	HP:0032607
甲状腺化样肾小管萎缩	HP:0032608
内分泌样肾小管萎缩	HP:0032609
肾小管间质分枝杆菌浸润	HP:0032610
肾小管上皮细胞含铁血黄素沉积	HP:0032611
三趾节拇趾	HP:0032612
肾间质淀粉样蛋白沉积	HP:0032613
肾小球淀粉样蛋白沉积	HP:0032614
脑磁共振弥散加权成像异常形态	HP:0032615
肾间质免疫球蛋白沉积	HP:0032616
肾间质性出血	HP:0032617
肾坏死	HP:0032618
肾周脓肿	HP:0032619
肾内脓肿	HP:0032620
肾小管上皮细胞染色过深	HP:0032621
肾小管腔扩张	HP:0032622
肾小管内管型	HP:0032623
肾小管内胆红素管型	HP:0032624
肾小管内红细胞管型	HP:0032625
肾小管内万古霉素管型	HP:0032626
肾小管内白细胞管型	HP:0032627
肾小管内结晶体	HP:0032628
肾小管内二羟基腺嘌呤结晶	HP:0032629
肾小管内轻链管型	HP:0032630
肾小管内血红蛋白管型	HP:0032631
肾乳头坏死	HP:0032632
肾小管内透明管型	HP:0032633
肾小管内肌红蛋白管型	HP:0032634
肾小管间质微生物浸润	HP:0032635
肾小管间质病毒浸润	HP:0032636
肾间质水肿	HP:0032637
尿中甲羟戊酸升高	HP:0032638
白细胞胱氨酸升高	HP:0032639
血液趋化因子CCL18升高	HP:0032640
肾间质肉芽肿	HP:0032641
肾间质坏死性肉芽肿	HP:0032642
肾间质非坏死性肉芽肿	HP:0032643
肾间质物质异常沉积	HP:0032644
肾间质单核细胞浸润	HP:0032645
肾间质黄色肉芽肿性炎症	HP:0032646
肾小管上皮细胞凋亡	HP:0032647
肾小球囊管状化	HP:0032648
跖内收合并后足外翻畸形（又叫Z形足）	HP:0032649
脑脊液神经胶质纤维酸性蛋白水平升高	HP:0032650
脑脊液几丁质酶-3样蛋白1水平升高	HP:0032651
脑脊液壳三糖苷酶1水平升高	HP:0032652
乳酸/丙酮酸比例升高	HP:0032653
血流介导的动脉扩张受损	HP:0032654
脂肪组织生育酚水平降低	HP:0032655
热性癫痫持续状态	HP:0032656
血液脱酰-三己糖酰基鞘脂醇浓度升高	HP:0032657
伴运动症状的癫痫持续状态	HP:0032658
伴意识障碍的非惊厥性癫痫持续状态	HP:0032659
惊厥性癫痫持续状态	HP:0032660
全面惊厥性癫痫持续状态	HP:0032661
局灶起始演变为双侧的惊厥性癫痫持续状态	HP:0032662
局灶性运动癫痫持续状态	HP:0032663
扭转性癫痫持续状态	HP:0032664
刻板性局灶性运动发作	HP:0032665
过度运动癫痫持续状态	HP:0032666
肌阵挛癫痫持续状态	HP:0032667
不伴意识障碍的肌阵挛癫痫持续状态	HP:0032668
伴意识障碍的肌阵挛癫痫持续状态	HP:0032669
强直性癫痫持续状态	HP:0032670
不伴意识障碍的非惊厥性癫痫持续状态	HP:0032671
自主神经癫痫持续状态	HP:0032672
不伴意识障碍的局灶性非惊厥持续状态	HP:0032673
皮损	HP:0032674
急性皮损	HP:0032675
慢性皮损	HP:0032676
全面性运动发作	HP:0032677
眼睑肌阵挛发作	HP:0032678
局灶性非运动发作	HP:0032679
局灶性知觉发作	HP:0032680
局灶性意识保留的知觉性发作	HP:0032681
知觉保留的非运动型发作	HP:0032682
伴听觉失认的意识保留的局灶性知觉性发作	HP:0032684
伴听觉失认的局灶性知觉发作	HP:0032685
伴记忆受损并意识保留的局灶性知觉发作	HP:0032686
伴记忆受损的局灶性知觉发作	HP:0032687
伴人格解体并意识保留的局灶性知觉发作	HP:0032688
人格解体的局灶性知觉发作	HP:0032689
伴失算并意识保留的局灶性知觉发作	HP:0032690
伴失算的局灶性知觉发作	HP:0032691
伴强迫思维的局灶性知觉发作	HP:0032692
伴忽视的局灶性知觉发作	HP:0032693
伴失读的局灶性知觉发作	HP:0032694
伴感觉性失语的局灶性知觉发作	HP:0032696
伴传导性失语的局灶性知觉发作	HP:0032698
伴有失写症的局灶性知觉发作	HP:0032699
伴左右失定向的局灶性知觉发作	HP:0032700
伴命名障碍的局灶性知觉发作	HP:0032701
伴表达性失语的局灶性知觉发作	HP:0032702
伴幻觉的意识保留的局灶性知觉发作	HP:0032704
伴强迫思维的意识保留的局灶性知觉发作	HP:0032705
伴左右失定向意识保留的局灶性知觉发作	HP:0032706
伴失读意识保留的局灶性知觉发作	HP:0032707
伴命名障碍意识保留的局灶性知觉发作	HP:0032708
伴失写的意识保留的局灶性知觉发作	HP:0032709
伴有复述性失语意识保留的局灶性知觉发作	HP:0032710
局灶性意识保留的阵挛发作	HP:0032711
知觉受损的局灶性运动发作	HP:0032712
伴偏转并知觉受损的局灶性运动性发作	HP:0032713
伴意识障碍的局灶性双侧运动发作	HP:0032714
局灶性双侧运动发作	HP:0032715
知觉受损的局灶性非运动性发作	HP:0032716
伴肌张力障碍并知觉受损的局灶性运动性发作	HP:0032717
伴肌张力障碍的局灶性运动发作	HP:0032718
伴构音障碍并知觉受损的局灶性运动性发作	HP:0032719
伴构音障碍的局灶性运动发作	HP:0032720
伴轻瘫/瘫痪的局灶性运动发作	HP:0032721
意识保留的局灶性强直发作	HP:0032722
伴肌张力障碍并知觉保留的局灶性运动性发作	HP:0032723
伴意识受损的局灶性强直发作	HP:0032724
伴意识受损的局灶性阵挛发作	HP:0032725
伴意识受损局灶性过度运动发作	HP:0032726
伴激越的局灶性情感发作	HP:0032727
伴意识受损的局灶性失张力发作	HP:0032728
伴愉悦感的局灶性情感发作	HP:0032729
伴意识受损的局灶性肌阵挛发作	HP:0032730
意识保留的局灶性过度运动发作	HP:0032731
伴轻瘫／偏瘫并知觉保留的局灶性运动性发作	HP:0032732
伴构音障碍并知觉保留的局灶性运动性发作	HP:0032733
意识保留的局灶性情感发作	HP:0032734
伴有愤怒意识保留的局灶性情感发作	HP:0032735
伴愤怒的局灶性情感发作	HP:0032736
伴偏执的局灶性情感发作	HP:0032737
伴恐惧/焦虑/惊恐意识保留的情感发作	HP:0032738
伴恐惧/焦虑/惊恐的情感发作	HP:0032739
意识保留的植物神经发作	HP:0032740
伴偏执意识保留的局灶性情感发作	HP:0032741
伴愉悦感意识保留的局灶性情感发作	HP:0032742
伴哭泣并意识保留的局灶性情感发作	HP:0032743
伴激越的意识保留的局灶性情感发作	HP:0032744
伴大笑并意识保留的局灶性情感发作	HP:0032745
伴意识受损的局灶性情感发作	HP:0032746
伴愉悦感的意识受损的局灶性情感发作	HP:0032747
伴愤怒的意识受损的局灶性情感发作	HP:0032748
伴偏执的意识受损的局灶性情感发作	HP:0032749
伴大笑的意识受损的局灶性情感发作	HP:0032750
伴哭泣意识受损的局灶性情感发作	HP:0032751
伴恐惧/焦虑/惊恐意识受损的局灶性情感发作	HP:0032752
伴激越的意识受损的局灶性情感发作	HP:0032753
意识保留的局灶性感觉发作	HP:0032754
意识受损的局灶性自动运动发作	HP:0032755
意识受损的局灶性知觉发作	HP:0032756
意识保留的局灶性偏侧阵挛发作	HP:0032757
意识保留的局灶性肌阵挛发作	HP:0032758
伴眩晕特征的局灶性感觉发作	HP:0032759
伴冷热感的局灶性感觉发作	HP:0032760
伴脸色苍白/潮红意识保留的局灶性植物神经发作	HP:0032761
伴脸色苍白/潮红的局灶性植物神经发作	HP:0032762
伴瞳孔扩张/收缩的局灶性植物神经发作	HP:0032763
伴勃起的局灶性植物神经发作	HP:0032764
伴尿急/便急的局灶性植物神经发作	HP:0032765
伴换气不足/换气过度/呼吸改变的局灶性植物神经发作	HP:0032766
伴竖毛并意识保留的局灶性植物神经发作	HP:0032767
伴瞳孔扩张/收缩的意识保留的局灶性植物神经发作	HP:0032768
伴换气不足/换气过度/呼吸改变的意识保留的局灶性植物神经发作	HP:0032769
伴勃起的意识保留的局灶性植物神经发作	HP:0032770
伴流泪的局灶性植物神经发作	HP:0032771
伴竖毛意识受损的局灶性植物神经发作	HP:0032772
伴心悸/心动过速/心动过缓/心搏停止的局灶性植物神经发作	HP:0032773
伴尿急/便急意识受损的局灶性植物神经发作	HP:0032774
伴换气不足/换气过度/呼吸改变的意识受损的局灶性植物神经发作	HP:0032775
伴流泪的意识保留的局灶性植物神经发作	HP:0032776
伴脸色苍白/潮红意识受损的局灶性植物神经发作	HP:0032777
伴上腹部感觉的意识受损的局灶性植物神经发作	HP:0032778
伴瞳孔扩张/收缩意识受损的局灶性植物神经发作	HP:0032779
伴勃起的意识受损的局灶性植物神经发作	HP:0032780
伴尿急/便急意识保留的局灶性植物神经发作	HP:0032781
伴流泪的意识受损的局灶性植物神经发作	HP:0032782
伴竖毛的意识保留的局灶性植物神经发作	HP:0032783
伴心悸/心动过速/心动过缓/心搏停止的意识保留的局灶性植物神经发作	HP:0032784
伴上腹部感觉异常/恶心/呕吐/其他的意识保留的局灶性植物神经发作	HP:0032785
游走性局灶发作	HP:0032786
伴意识受损的局灶性感觉发作	HP:0032787
伴心悸/心动过速/心动过缓/心搏停止的意识受损的局灶性植物神经发作	HP:0032788
行动终止并意识保留的局灶性发作	HP:0032789
行动终止并意识受损的局灶性发作	HP:0032790
伴命名障碍意识受损的局灶性知觉发作	HP:0032791
强直发作	HP:0032792
伴复述性失语并意识受损的局灶性知觉发作	HP:0032793
肌阵挛发作	HP:0032794
全面性肌阵挛-强直-阵挛性发作	HP:0032795
伴左右失定向的意识受损的局灶性知觉性发作	HP:0032796
伴嗅觉特征的意识保留的局灶性感觉发作	HP:0032797
伴忽视的意识受损的局灶性知觉发作	HP:0032798
伴意识受损的局灶性偏侧阵挛发作	HP:0032799
伴前庭特征的意识保留的局灶性感觉发作	HP:0032800
伴记忆受损意识受损的局灶性之知觉发作	HP:0032801
伴失算的意识受损的局灶性知觉发作	HP:0032802
伴失写意识受损的局灶性知觉发作	HP:0032803
伴有嗅觉特征的意识受损的局灶性感觉发作	HP:0032804
伴前庭特征并意识受损的局灶性感觉发作	HP:0032805
伴视觉特征并意识受损的局灶性感觉发作	HP:0032806
新生儿癫痫发作	HP:0032807
新生儿临床下发作	HP:0032808
新生儿电-临床相关发作	HP:0032809
伴头部不适感的局灶性感觉发作	HP:0032810
新生儿单纯脑电图发作	HP:0032811
新生儿电-临床非运动发作	HP:0032812
新生儿电-临床运动发作	HP:0032813
新生儿电-临床阵挛发作	HP:0032814
新生儿电-临床肌阵挛发作	HP:0032815
新生儿多灶起源的肌阵挛发作	HP:0032816
新生儿局灶性的肌阵挛发作	HP:0032817
新生儿局灶性阵挛发作	HP:0032818
新生儿双侧阵挛发作	HP:0032819
新生儿多灶性阵挛发作	HP:0032820
新生儿电-临床强直发作	HP:0032821
新生儿电-临床植物神经发作	HP:0032822
新生儿电-临床动作停止发作	HP:0032823
新生儿局灶性强直发作	HP:0032824
新生儿电临床发作	HP:0032825
新生儿可变的局灶发作	HP:0032826
新生儿多灶性局灶发作	HP:0032827
新生儿双侧对侧性强直发作	HP:0032828
新生儿电-临床自动症发作	HP:0032829
新生儿双侧非对称性自动症发作	HP:0032830
新生儿双侧非对侧性强直发作	HP:0032831
新生儿双侧非对称性肌阵挛发作	HP:0032832
新生儿癫痫性痉挛	HP:0032833
新生儿单侧自动症发作	HP:0032834
新生儿双侧对侧性自动症发作	HP:0032835
新生儿双侧对侧性肌阵挛发作	HP:0032836
双侧不对称新生儿系列发作表现	HP:0032837
新生儿单侧癫痫性痉挛	HP:0032838
可变的新生儿双侧对侧性运动发作	HP:0032839
新生儿双侧对称性癫痫性痉挛	HP:0032840
新生儿双侧非对称性癫痫性痉挛	HP:0032841
全面性痫性痉挛	HP:0032842
局灶性痫性痉挛	HP:0032843
意识受损的局灶痫性痉挛	HP:0032844
意识保留的局灶痫性痉挛	HP:0032845
局灶性负性肌阵挛发作	HP:0032846
意识受损的局灶性偏侧面肌阵挛发作	HP:0032847
伴忽视并意识保留的局灶性知觉发作	HP:0032848
失语性癫痫持续状态	HP:0032849
伴表达性失语并意识保留的局灶性知觉发作	HP:0032850
伴视觉特征并意识保留的局灶性感觉发作	HP:0032851
伴传导性失语并意识受损的局灶性知觉发作	HP:0032852
伴冷热感并意识受损的局灶性感觉发作	HP:0032853
意识保留的局灶性偏侧面肌阵挛发作	HP:0032854
光敏性肌阵挛-强直-阵挛发作	HP:0032855
意识保留的局灶性双侧运动发作	HP:0032856
伴负性肌阵挛并知觉保留的局灶性运动性发作	HP:0032857
伴负性肌阵挛并知觉受损的局灶性运动性发作	HP:0032858
伴轻瘫／偏瘫并知觉受损的局灶性运动性发作	HP:0032859
不伴意识障碍的全面性非惊厥癫痫持续状态	HP:0032860
伴意识内容受损的局灶性非惊厥癫痫持续状态	HP:0032861
伴发作期轻瘫的癫痫持续状态	HP:0032862
典型失神性癫痫持续状态	HP:0032863
伴听觉特征并意识保留的局灶性感觉发作	HP:0032864
肌阵挛失神性癫痫持续状态	HP:0032865
眼球阵挛性癫痫持续状态	HP:0032866
难治性癫痫持续状态	HP:0032867
超难治性癫痫持续状态	HP:0032868
意识内容保留的局灶性非惊厥癫痫持续状态	HP:0032869
伴失读并意识受损的局灶性知觉发作	HP:0032870
伴视幻觉并意识保留的局灶性知觉发作	HP:0032871
伴视错觉并意识受损的局灶性知觉发作	HP:0032872
伴头部不适感并意识保留的局灶性感觉发作	HP:0032873
伴听觉失认并意识受损的局灶性知觉发作	HP:0032874
伴传导性失语并意识保留的局灶性知觉发作	HP:0032876
伴冷热感并意识保留的局灶性感觉发作	HP:0032877
伴头部不适感并意识受损的局灶性感觉发作	HP:0032878
伴人格解体并意识受损的局灶性发作	HP:0032879
伴听觉特征并意识受损的局灶性感觉发作	HP:0032880
伴似曾相识感/陌生感并意识受损的局灶性知觉发作	HP:0032882
伴有似曾相似感/陌生感并意识保留的局灶性知觉发作	HP:0032883
伴躯体感觉特征并意识保留的局灶性感觉发作	HP:0032884
伴视觉幻觉并意识受损的局灶性知觉发作	HP:0032885
伴表达性失语并意识受损的局灶性知觉发作	HP:0032886
全面性失张力发作	HP:0032887
伴强迫思维并意识受损的局灶性知觉发作	HP:0032888
伴味觉特征并意识保留的局灶性感觉发作	HP:0032889
伴躯体感觉特征并意识受损的局灶性感觉发作	HP:0032890
伴偏转并知觉保留的局灶性运动性发作	HP:0032891
感染相关的痫性发作	HP:0032892
胃肠炎相关的非热性惊厥	HP:0032893
发热感染诱发的痫性发作	HP:0032894
3个月到6岁以外的热性惊厥	HP:0032895
音乐诱发的痫性发作	HP:0032896
伴味觉特征并意识受损的局灶性感觉发作	HP:0032897
局灶性自动症发作	HP:0032898
局灶性口面部自动症发作	HP:0032899
局灶性手部自动症发作	HP:0032900
局灶性蹬踏样自动症发作	HP:0032901
局灶性持续性自动症发作	HP:0032902
局灶性发声自动症发作	HP:0032903
局灶性言语自动症发作	HP:0032904
局灶性性相关自动症发作	HP:0032905
局灶性点头样自动症发作	HP:0032906
局灶性脱衣自动症发作	HP:0032907
局灶性意识保留的脱衣自动症发作	HP:0032908
局灶性意识损害的自动症发作	HP:0032909
局灶性意识保留的自动症发作	HP:0032910
局灶性意识保留的口面部的自动症发作	HP:0032911
局灶性意识保留的手部自动症发作	HP:0032912
局灶性意识保留的蹬踏样自动症发作	HP:0032913
局灶性意识保留的自动症发作	HP:0032914
局灶性意识保留的发声自动症发作	HP:0032915
局灶性意识保留的言语自动症发作	HP:0032916
局灶性意识保留的性相关自动症发作	HP:0032917
局灶性意识障碍的口面部自动症发作	HP:0032918
局灶性意识保留的点头自动症发作	HP:0032919
局灶性意识受损的手部自动症发作	HP:0032920
局灶性意识受损的蹬踏样自动症发作	HP:0032921
局灶性意识受损的维持原有动作的自动症发作	HP:0032922
局灶性意识受损的发声自动症发作	HP:0032923
局灶性意识受损的言语自动症发作	HP:0032924
局灶性意识受损的性相关自动症发作	HP:0032925
局灶性意识受损的点头自动症发作	HP:0032926
局灶性意识受损的脱衣自动症发作	HP:0032927
脑脊液神经丝轻链升高	HP:0032928
软骨细胞形态异常	HP:0032929
软骨细胞周围腔隙环	HP:0032930
血液循环胰三酰基甘油脂酶升高	HP:0032932
气道高反应性	HP:0032933
自发性脑脊液漏	HP:0032934
角膜后部鳄鱼皮样改变	HP:0032935
侵入性症状	HP:0032936
反复的、不自主的和侵入性的痛苦记忆	HP:0032937
反复创伤相关的痛苦梦境	HP:0032938
对线索的生理反应	HP:0032939
解离/中断反应现象	HP:0032940
强烈的心理困扰暗示	HP:0032941
避免与创伤事件有关的刺激	HP:0032942
尿液pH异常	HP:0032943
碱性尿	HP:0032944
间质性肾炎	HP:0032945
肾皮质间质炎	HP:0032946
肾髓质间质炎	HP:0032947
肾间质纤维化	HP:0032948
肾间质磷酸钙沉积物	HP:0032949
肾小管腔形态异常	HP:0032950
肾小管病毒样细胞病变	HP:0032951
寻常型肾小管萎缩	HP:0032952
肾小管巨细胞病毒包涵体	HP:0032953
肾小管腺病毒包涵体	HP:0032954
肾小管多瘤病毒包涵体	HP:0032955
肾小管单纯疱疹病毒包涵体	HP:0032956
异形红细胞性血尿	HP:0032957
尿椭圆形脂肪体	HP:0032958
肾小管内草酸钙结石	HP:0032959
肾小管内磷酸钙结石	HP:0032960
磷酸镁铵尿结晶	HP:0032961
管状微囊变	HP:0032962
复杂性肾囊肿	HP:0032963
尿酸结晶尿	HP:0032964
间质性肺气肿	HP:0032965
小叶中央型肺气肿	HP:0032966
全小叶型肺气肿	HP:0032967
呼气潴留	HP:0032968
牵拉性支气管扩张	HP:0032969
牵拉性细支气管扩张	HP:0032970
CT晕轮征	HP:0032971
肺HRCT上结节-中央小叶结节无树芽状排列	HP:0032972
支气管肺泡灌洗液形态异常	HP:0032973
支气管肺泡液的细胞组成异常	HP:0032974
支气管肺泡液蛋白水平异常	HP:0032975
支气管肺泡灌洗液淋巴细胞比例升高	HP:0032976
支气管肺泡灌洗液中性粒细胞比例升高	HP:0032977
支气管肺泡液中载脂巨噬细胞	HP:0032978
支气管肺泡液中载血铁蛋白巨噬细胞	HP:0032979
支气管肺泡表面活性剂蛋白C缺乏	HP:0032980
支气管肺泡二聚体表面活性剂蛋白B缺乏	HP:0032981
肺部环礁征	HP:0032983
肺泡巨噬细胞形态异常	HP:0032984
肺泡巨噬细胞中的灰尘颗粒	HP:0032985
肺泡巨噬细胞中的烟熏颗粒	HP:0032986
支气管肺泡灌洗液嗜酸性粒细胞比例升高	HP:0032987
持续性头滞后	HP:0032988
翻身能力延迟	HP:0032989
局部肺出血	HP:0032990
肺叶间裂形态异常	HP:0032991
肺叶间裂结构异常	HP:0032992
肺叶间裂计数异常	HP:0032993
异常增多的肺叶间裂	HP:0032994
肺叶间裂减少	HP:0032995
胱抑素C水平异常	HP:0032996
胱抑素C水平降低	HP:0032997
胱抑素C水平升高	HP:0032998
粪卟啉增多	HP:0032999
声门下喉炎	HP:0033000
喉乳头状瘤	HP:0033001
支气管乳头状瘤	HP:0033002
气管乳头状瘤	HP:0033003
手掌疣	HP:0033004
足底疣	HP:0033005
弥漫性肺泡损伤	HP:0033006
肺结构性改变	HP:0033007
Z线宽度增加	HP:0033008
粪卟啉1增多	HP:0033009
粪卟啉3增多	HP:0033010
扁窄头	HP:0033011
唾液代谢物浓度异常	HP:0033012
唾液皮质醇水平异常	HP:0033013
唾液皮质醇水平降低	HP:0033014
唾液皮质醇水平升高	HP:0033015
血液IgD持续降低	HP:0033016
血液IgD一过性降低	HP:0033017
血液IgD持续缺乏	HP:0033018
男性生殖系统肿瘤	HP:0033019
女性生殖系统肿瘤	HP:0033020
血液IgE一过性降低	HP:0033021
血液IgE持续降低	HP:0033022
血液IgE持续缺乏	HP:0033023
血液IgA一过性降低	HP:0033024
血液总IgG持续缺乏	HP:0033025
口腔粘膜白斑	HP:0033026
视网膜橘皮样损害	HP:0033027
抗核糖核蛋白抗体阳性	HP:0033028
抗Jo-1抗体阳性	HP:0033029
抗肾小球基底膜抗体阳性	HP:0033030
体温过高	HP:0033031
被成年人虐待诱发	HP:0033032
抗MDA5抗体阳性	HP:0033033
抗瓜氨酸化蛋白抗体阳性	HP:0033034
雪旺细胞形态异常	HP:0033035
鼻腔一氧化氮减低	HP:0033036
迁徙性关节炎	HP:0033037
抗RNA聚合酶Ⅲ自身抗体阳性	HP:0033038
血液沉淀素水平升高	HP:0033039
抗sm自身抗体阳性	HP:0033040
细胞因子风暴	HP:0033041
绒毛膜形态异常	HP:0033042
绒毛水肿	HP:0033043
运动倒退	HP:0033044
双足水肿	HP:0033045
米-古二氏体	HP:0033046
身体疼痛	HP:0033047
SWI序列黑质低信号	HP:0033048
SWI序列苍白球低信号	HP:0033049
咽痛	HP:0033050
执行功能受损	HP:0033051
心因性非癫痫发作	HP:0033052
假性惊厥	HP:0033053
肌阵挛性震颤	HP:0033054
计划能力受损	HP:0033055
组织能力受损	HP:0033056
血清终末补体成分减少	HP:0033057
血清补体 C7 减少	HP:0033058
血清补体 C6 减少	HP:0033059
血清补体 C5 减少	HP:0033060
因子 IX 活性增高	HP:0033061
因子 IX 活性异常	HP:0033062
睡眠周期缩短	HP:0033063
肾间质三已糖神经酰胺内含物	HP:0033064
轻度蛋白尿	HP:0033065
重度蛋白尿	HP:0033066
胱氨酸结晶尿	HP:0033067
药物结晶尿	HP:0033068
肾间质IgG4+浆细胞浸润	HP:0033069
自我监控受损	HP:0033070
任务监控受损	HP:0033071
